,id,version,set_num
16486,51836,1,fig-001021
16487,51837,1,fig-001022
16488,51838,1,fig-001023
16489,51839,1,fig-001024
16490,51840,1,fig-001025
16491,51841,1,fig-001026
16492,51842,1,fig-001027
16493,51843,1,fig-001028
16494,51844,1,fig-001029
16495,51845,1,fig-001030
16496,51846,1,fig-001031
16497,51847,1,fig-001032
16498,51848,1,fig-001033
16499,51849,1,fig-001034
16500,51850,1,fig-001035
16501,51851,1,fig-001036
16502,51852,1,fig-001037
16503,51853,1,fig-001038
16504,51854,1,fig-001039
16505,51855,1,fig-001040
16506,51856,1,fig-001041
16507,51857,1,fig-001042
16508,51858,1,fig-001043
16509,51860,1,fig-001045
16510,51861,1,fig-001046
16511,51862,1,fig-001047
16512,51863,1,fig-001048
16513,51864,1,fig-001049
16514,51865,1,fig-001050
16515,51866,1,fig-001051
16516,51867,1,fig-001052
16517,51868,1,fig-001053
16518,51869,1,fig-001054
16519,51870,1,fig-001055
16520,51871,1,fig-001056
16521,51872,1,fig-001057
16522,51873,1,fig-001058
16523,51874,1,fig-001059
16524,51875,1,fig-001060
16525,51876,1,fig-001061
16526,51877,1,fig-001062
16527,51878,1,fig-001063
16528,51879,1,fig-001064
16529,51880,1,fig-001065
16530,51881,1,fig-001066
16531,51882,1,fig-001067
16532,51883,1,fig-001068
16533,51884,1,fig-001069
16534,51885,1,fig-001070
16535,51886,1,fig-001071
16536,51887,1,fig-001072
16537,51888,1,fig-001073
16538,51889,1,fig-001074
16539,51891,1,fig-001076
16540,51892,1,fig-001077
16541,51893,1,fig-001078
16542,51894,1,fig-001079
16543,51895,1,fig-001080
16544,51896,1,fig-001081
16545,51897,1,fig-001082
16546,51898,1,fig-001083
16547,51899,1,fig-001084
16548,51900,1,fig-001085
16549,51901,1,fig-001086
16550,51902,1,fig-001087
16551,51903,1,fig-001088
16552,51904,1,fig-001089
16553,51905,1,fig-001090
16554,51906,1,fig-001091
16555,51907,1,fig-001092
16556,51909,1,fig-001094
16557,51910,1,fig-001095
16558,51911,1,fig-001096
16559,51912,1,fig-001097
16560,51913,1,fig-001098
16561,51914,1,fig-001099
16562,51915,1,fig-001100
16563,51916,1,fig-001101
16564,51917,1,fig-001102
16565,51918,1,fig-001103
16566,51919,1,fig-001104
16567,51920,1,fig-001105
16568,51921,1,fig-001106
16569,51922,1,fig-001107
16570,51923,1,fig-001108
16571,51924,1,fig-001109
16572,51925,1,fig-001110
16573,51926,1,fig-001111
16574,51927,1,fig-001112
16575,51928,1,fig-001113
16576,51929,1,fig-001114
16577,51930,1,fig-001115
16578,51931,1,fig-001116
16579,51932,1,fig-001117
16580,51933,1,fig-001118
16581,51934,1,fig-001119
16582,51935,1,fig-001120
16583,51936,1,fig-001121
16584,51937,1,fig-001122
16585,51938,1,fig-001123
16586,51939,1,fig-001124
16587,51940,1,fig-001125
16588,51941,1,fig-001126
16589,51942,1,fig-001127
16590,51943,1,fig-001128
16591,51944,1,fig-001129
16592,51945,1,fig-001130
16593,51946,1,fig-001131
16594,51947,1,fig-001132
16595,51948,1,fig-001133
16596,51949,1,fig-001134
16597,51950,1,fig-001135
16598,51951,1,fig-001136
16599,51952,1,fig-001137
16600,51953,1,fig-001138
16601,51954,1,fig-001139
16602,51955,1,fig-001140
16603,51956,1,fig-001141
16604,51957,1,fig-001142
16605,51958,1,fig-001143
16606,51959,1,fig-001144
16607,51961,1,fig-001146
16608,51962,1,fig-001147
16609,51963,1,fig-001148
16610,51964,1,fig-001149
16611,51965,1,fig-001150
16612,51966,1,fig-001151
16613,51967,1,fig-001152
16614,51968,1,fig-001153
16615,51969,1,fig-001154
16616,51970,1,fig-001155
16617,51971,1,fig-001156
16618,51972,1,fig-001157
16619,51973,1,fig-001158
16620,51974,1,fig-001159
16621,51975,1,fig-001160
16622,51976,1,fig-001161
16623,51977,1,fig-001162
16624,51978,1,fig-001163
16625,51979,1,fig-001164
16626,51980,1,fig-001165
16627,51981,1,fig-001166
16628,51982,1,fig-001167
16629,51983,1,fig-001168
16630,51984,1,fig-001169
16631,51985,1,fig-001170
16632,51986,1,fig-001171
16633,51987,1,fig-001172
16634,51988,1,fig-001173
16635,51989,1,fig-001174
16636,51990,1,fig-001175
16637,51992,1,fig-001177
16638,51993,1,fig-001178
16639,51994,1,fig-001179
16640,51995,1,fig-001180
16641,51996,1,fig-001181
16642,51997,1,fig-001182
16643,51998,1,fig-001183
16644,51999,1,fig-001184
16645,52000,1,fig-001185
16646,52001,1,fig-001186
16647,52002,1,fig-001187
16648,52003,1,fig-001188
16649,52004,1,fig-001189
16650,52005,1,fig-001190
16651,52006,1,fig-001191
16652,52007,1,fig-001192
16653,52008,1,fig-001193
16654,52009,1,fig-001194
16655,52010,1,fig-001195
16656,52011,1,fig-001196
16657,52012,1,fig-001197
16658,52013,1,fig-001198
16659,52014,1,fig-001199
16660,52015,1,fig-001200
16661,52016,1,fig-001201
16662,52017,1,fig-001202
16663,52019,1,fig-001204
16664,52020,1,fig-001205
16665,52021,1,fig-001206
16666,52023,1,fig-001208
16667,52024,1,fig-001209
16668,52025,1,fig-001210
16669,52026,1,fig-001211
16670,52027,1,fig-001212
16671,52028,1,fig-001213
16672,52029,1,fig-001214
16673,52030,1,fig-001215
16674,52031,1,fig-001216
16675,52032,1,fig-001217
16676,52033,1,fig-001218
16677,52034,1,fig-001219
16678,52035,1,fig-001220
16679,52036,1,fig-001221
16680,52037,1,fig-001222
16681,52038,1,fig-001223
16682,52039,1,fig-001224
16683,52040,1,fig-001225
16684,52041,1,fig-001226
16685,52042,1,fig-001227
16686,52043,1,fig-001228
16687,52044,1,fig-001229
16688,52045,1,fig-001230
16689,52046,1,fig-001231
16690,52047,1,fig-001232
16691,52048,1,fig-001233
16692,52049,1,fig-001234
16693,52050,1,fig-001235
16694,52051,1,fig-001236
16695,52052,1,fig-001237
16696,52053,1,fig-001238
16697,52054,1,fig-001239
16698,52055,1,fig-001240
16699,52056,1,fig-001241
16700,52057,1,fig-001242
16701,52058,1,fig-001243
16702,52060,1,fig-001245
16703,52061,1,fig-001246
16704,52062,1,fig-001247
16705,52063,1,fig-001248
16706,52064,1,fig-001249
16707,52065,1,fig-001250
16708,52066,1,fig-001251
16709,52067,1,fig-001252
16710,52068,1,fig-001253
16711,52069,1,fig-001254
16712,52070,1,fig-001255
16713,52071,1,fig-001256
16714,52072,1,fig-001257
16715,52073,1,fig-001258
16716,52074,1,fig-001259
16717,52075,1,fig-001260
16718,52076,1,fig-001261
16719,52077,1,fig-001262
16720,52078,1,fig-001263
16721,52079,1,fig-001264
16722,52080,1,fig-001265
16723,52081,1,fig-001266
16724,52082,1,fig-001267
16725,52083,1,fig-001268
16726,52084,1,fig-001269
16727,52085,1,fig-001270
16728,52086,1,fig-001271
16729,52087,1,fig-001272
16730,52088,1,fig-001273
16731,52089,1,fig-001274
16732,52090,1,fig-001275
16733,52091,1,fig-001276
16734,52092,1,fig-001277
16735,52093,1,fig-001278
16736,52094,1,fig-001279
16737,52095,1,fig-001280
16738,52096,1,fig-001281
16739,52097,1,fig-001282
16740,52098,1,fig-001283
16741,52099,1,fig-001284
16742,52100,1,fig-001285
16743,52101,1,fig-001286
16744,52102,1,fig-001287
16745,52103,1,fig-001288
16746,52104,1,fig-001289
16747,52105,1,fig-001290
16748,52106,1,fig-001291
16749,52107,1,fig-001292
16750,52108,1,fig-001293
16751,52110,1,fig-001295
16752,52111,1,fig-001296
16753,52112,1,fig-001297
16754,52113,1,fig-001298
16755,52114,1,fig-001299
16756,52115,1,fig-001300
16757,52116,1,fig-001301
16758,52117,1,fig-001302
16759,52118,1,fig-001303
16760,52120,1,fig-001305
16761,52121,1,fig-001306
16762,52122,1,fig-001307
16763,52123,1,fig-001308
16764,52124,1,fig-001309
16765,52125,1,fig-001310
16766,52126,1,fig-001311
16767,52127,1,fig-001312
16768,52128,1,fig-001313
16769,52129,1,fig-001314
16770,52130,1,fig-001315
16771,52131,1,fig-001316
16772,52132,1,fig-001317
16773,52133,1,fig-001318
16774,52134,1,fig-001319
16775,52135,1,fig-001320
16776,52136,1,fig-001321
16777,52137,1,fig-001322
16778,52138,1,fig-001323
16779,52139,1,fig-001324
16780,52140,1,fig-001325
16781,52141,1,fig-001326
16782,52142,1,fig-001327
16783,52143,1,fig-001328
16784,52144,1,fig-001329
16785,52145,1,fig-001330
16786,52146,1,fig-001331
16787,52147,1,fig-001332
16788,52148,1,fig-001333
16789,52149,1,fig-001334
16790,52150,1,fig-001335
16791,52151,1,fig-001336
16792,52152,1,fig-001337
16793,52153,1,fig-001338
16794,52154,1,fig-001339
16795,52155,1,fig-001340
16796,52156,1,fig-001341
16797,52157,1,fig-001342
16798,52158,1,fig-001343
16799,52159,1,fig-001344
16800,52160,1,fig-001345
16801,52161,1,fig-001346
16802,52162,1,fig-001347
16803,52163,1,fig-001348
16804,52164,1,fig-001349
16805,52165,1,fig-001350
16806,52166,1,fig-001351
16807,52167,1,fig-001352
16808,52168,1,fig-001353
16809,52169,1,fig-001354
16810,52170,1,fig-001355
16811,52171,1,fig-001356
16812,52172,1,fig-001357
16813,52173,1,fig-001358
16814,52174,1,fig-001359
16815,52175,1,fig-001360
16816,52176,1,fig-001361
16817,52177,1,fig-001362
16818,52178,1,fig-001363
16819,52179,1,fig-001364
16820,52180,1,fig-001365
16821,52181,1,fig-001366
16822,52182,1,fig-001367
16823,52183,1,fig-001368
16824,52184,1,fig-001369
16825,52185,1,fig-001370
16826,52186,1,fig-001371
16827,52187,1,fig-001372
16828,52188,1,fig-001373
16829,52189,1,fig-001374
16830,52190,1,fig-001375
16831,52191,1,fig-001376
16832,52192,1,fig-001377
16833,52193,1,fig-001378
16834,52194,1,fig-001379
16835,52195,1,fig-001380
16836,52196,1,fig-001381
16837,52197,1,fig-001382
16838,52198,1,fig-001383
16839,52199,1,fig-001384
16840,52200,1,fig-001385
16841,52201,1,fig-001386
16842,52203,1,fig-001388
16843,52204,1,fig-001389
16844,52205,1,fig-001390
16845,52206,1,fig-001391
16846,52207,1,fig-001392
16847,52208,1,fig-001393
16848,52209,1,fig-001394
16849,52210,1,fig-001395
16850,52211,1,fig-001396
16851,52212,1,fig-001397
16852,52213,1,fig-001398
16853,52214,1,fig-001399
16854,52215,1,fig-001400
16855,52216,1,fig-001401
16856,52217,1,fig-001402
16857,52218,1,fig-001403
16858,52219,1,fig-001404
16859,52220,1,fig-001405
16860,52221,1,fig-001406
16861,52222,1,fig-001407
16862,52223,1,fig-001408
16863,52225,1,fig-001410
16864,52226,1,fig-001411
16865,52227,1,fig-001412
16866,52228,1,fig-001413
16867,52229,1,fig-001414
16868,52230,1,fig-001415
16869,52231,1,fig-001416
16870,52232,1,fig-001417
16871,52233,1,fig-001418
16872,52234,1,fig-001419
16873,52235,1,fig-001420
16874,52236,1,fig-001421
16875,52237,1,fig-001422
16876,52238,1,fig-001423
16877,52239,1,fig-001424
16878,52240,1,fig-001425
16879,52241,1,fig-001426
16880,52242,1,fig-001427
16881,52243,1,fig-001428
16882,52244,1,fig-001429
16883,52245,1,fig-001430
16884,52246,1,fig-001431
16885,52247,1,fig-001432
16886,52248,1,fig-001433
16887,52249,1,fig-001434
16888,52250,1,fig-001435
16889,52251,1,fig-001436
16890,52252,1,fig-001437
16891,52253,1,fig-001438
16892,52254,1,fig-001439
16893,52255,1,fig-001440
16894,52256,1,fig-001441
16895,52257,1,fig-001442
16896,52258,1,fig-001443
16897,52259,1,fig-001444
16898,52260,1,fig-001445
16899,52261,1,fig-001446
16900,52262,1,fig-001447
16901,52263,1,fig-001448
16902,52264,1,fig-001449
16903,52265,1,fig-001450
16904,52266,1,fig-001451
16905,52267,1,fig-001452
16906,52268,1,fig-001453
16907,52269,1,fig-001454
16908,52270,1,fig-001455
16909,52271,1,fig-001456
16910,52272,1,fig-001457
16911,52273,1,fig-001458
16912,52274,1,fig-001459
16913,52275,1,fig-001460
16914,52276,1,fig-001461
16915,52277,1,fig-001462
16916,52278,1,fig-001463
16917,52279,1,fig-001464
16918,52280,1,fig-001465
16919,52281,1,fig-001466
16920,52282,1,fig-001467
16921,52283,1,fig-001468
16922,52284,1,fig-001469
16923,52285,1,fig-001470
16924,52286,1,fig-001471
16925,52287,1,fig-001472
16926,52288,1,fig-001473
16927,52289,1,fig-001474
16928,52290,1,fig-001475
16929,52291,1,fig-001476
16930,52292,1,fig-001477
16931,52293,1,fig-001478
16932,52294,1,fig-001479
16933,52295,1,fig-001480
16934,52296,1,fig-001481
16935,52297,1,fig-001482
16936,52298,1,fig-001483
16937,52299,1,fig-001484
16938,52300,1,fig-001485
16939,52301,1,fig-001486
16940,52302,1,fig-001487
16941,52303,1,fig-001488
16942,52304,1,fig-001489
16943,52305,1,fig-001490
16944,52306,1,fig-001491
16945,52307,1,fig-001492
16946,52308,1,fig-001493
16947,52309,1,fig-001494
16948,52310,1,fig-001495
16949,52311,1,fig-001496
16950,52312,1,fig-001497
16951,52313,1,fig-001498
16952,52314,1,fig-001499
16953,52315,1,fig-001500
16954,52316,1,fig-001501
16955,52317,1,fig-001502
16956,52318,1,fig-001503
16957,52319,1,fig-001504
16958,52321,1,fig-001506
16959,52322,1,fig-001507
16960,52323,1,fig-001508
16961,52324,1,fig-001509
16962,52325,1,fig-001510
16963,52326,1,fig-001511
16964,52327,1,fig-001512
16965,52328,1,fig-001513
16966,52329,1,fig-001514
16967,52330,1,fig-001515
16968,52331,1,fig-001516
16969,52332,1,fig-001517
16970,52333,1,fig-001518
16971,52334,1,fig-001519
16972,52335,1,fig-001520
16973,52336,1,fig-001521
16974,52337,1,fig-001522
16975,52338,1,fig-001523
16976,52339,1,fig-001524
16977,52340,1,fig-001525
16978,52341,1,fig-001526
16979,52342,1,fig-001527
16980,52343,1,fig-001528
16981,52344,1,fig-001529
16982,52345,1,fig-001530
16983,52346,1,fig-001531
16984,52347,1,fig-001532
16985,52348,1,fig-001533
16986,52349,1,fig-001534
16987,52350,1,fig-001535
16988,52351,1,fig-001536
16989,52352,1,fig-001537
16990,52353,1,fig-001538
16991,52354,1,fig-001539
16992,52355,1,fig-001540
16993,52356,1,fig-001541
16994,52357,1,fig-001542
16995,52358,1,fig-001543
16996,52359,1,fig-001544
16997,52360,1,fig-001545
16998,52361,1,fig-001546
16999,52362,1,fig-001547
17000,52363,1,fig-001548
17001,52364,1,fig-001549
17002,52365,1,fig-001550
17003,52366,1,fig-001551
17004,52367,1,fig-001552
17005,52368,1,fig-001553
17006,52369,1,fig-001554
17007,52370,1,fig-001555
17008,52371,1,fig-001556
17009,52372,1,fig-001557
17010,52373,1,fig-001558
17011,52374,1,fig-001559
17012,52375,1,fig-001560
17013,52376,1,fig-001561
17014,52377,1,fig-001562
17015,52378,1,fig-001563
17016,52379,1,fig-001564
17017,52380,1,fig-001565
17018,52381,1,fig-001566
17019,52382,1,fig-001567
17020,52383,1,fig-001568
17021,52384,1,fig-001569
17022,52385,1,fig-001570
17023,52386,1,fig-001571
17024,52387,1,fig-001572
17025,52388,1,fig-001573
17026,52389,1,fig-001574
17027,52390,1,fig-001575
17028,52391,1,fig-001576
17029,52392,1,fig-001577
17030,52393,1,fig-001578
17031,52394,1,fig-001579
17032,52395,1,fig-001580
17033,52396,1,fig-001581
17034,52397,1,fig-001582
17035,52398,1,fig-001583
17036,52399,1,fig-001584
17037,52400,1,fig-001585
17038,52401,1,fig-001586
17039,52402,1,fig-001587
17040,52403,1,fig-001588
17041,52404,1,fig-001589
17042,52405,1,fig-001590
17043,52406,1,fig-001591
17044,52407,1,fig-001592
17045,52408,1,fig-001593
17046,52409,1,fig-001594
17047,52410,1,fig-001595
17048,52411,1,fig-001596
17049,52412,1,fig-001597
17050,52413,1,fig-001598
17051,52414,1,fig-001599
17052,52415,1,fig-001600
17053,52416,1,fig-001601
17054,52417,1,fig-001602
17055,52418,1,fig-001603
17056,52419,1,fig-001604
17057,52420,1,fig-001605
17058,52422,1,fig-001607
17059,52423,1,fig-001608
17060,52424,1,fig-001609
17061,52425,1,fig-001610
17062,52426,1,fig-001611
17063,52427,1,fig-001612
17064,52428,1,fig-001613
17065,52429,1,fig-001614
17066,52430,1,fig-001615
17067,52431,1,fig-001616
17068,52432,1,fig-001617
17069,52433,1,fig-001618
17070,52434,1,fig-001619
17071,52435,1,fig-001620
17072,52436,1,fig-001621
17073,52437,1,fig-001622
17074,52438,1,fig-001623
17075,52439,1,fig-001624
17076,52440,1,fig-001625
17077,52441,1,fig-001626
17078,52442,1,fig-001627
17079,52443,1,fig-001628
17080,52444,1,fig-001629
17081,52445,1,fig-001630
17082,52446,1,fig-001631
17083,52447,1,fig-001632
17084,52448,1,fig-001633
17085,52449,1,fig-001634
17086,52450,1,fig-001635
17087,52451,1,fig-001636
17088,52452,1,fig-001637
17089,52453,1,fig-001638
17090,52454,1,fig-001639
17091,52455,1,fig-001640
17092,52456,1,fig-001641
17093,52457,1,fig-001642
17094,52458,1,fig-001643
17095,52459,1,fig-001644
17096,52460,1,fig-001645
17097,52461,1,fig-001646
17098,52462,1,fig-001647
17099,52463,1,fig-001648
17100,52464,1,fig-001649
17101,52465,1,fig-001650
17102,52466,1,fig-001651
17103,52467,1,fig-001652
17104,52468,1,fig-001653
17105,52469,1,fig-001654
17106,52470,1,fig-001655
17107,52471,1,fig-001656
17108,52472,1,fig-001657
17109,52473,1,fig-001658
17110,52474,1,fig-001659
17111,52475,1,fig-001660
17112,52476,1,fig-001661
17113,52477,1,fig-001662
17114,52478,1,fig-001663
17115,52479,1,fig-001664
17116,52480,1,fig-001665
17117,52481,1,fig-001666
17118,52482,1,fig-001667
17119,52483,1,fig-001668
17120,52484,1,fig-001669
17121,52485,1,fig-001670
17122,52486,1,fig-001671
17123,52487,1,fig-001672
17124,52488,1,fig-001673
17125,52489,1,fig-001674
17126,52490,1,fig-001675
17127,52491,1,fig-001676
17128,52492,1,fig-001677
17129,52493,1,fig-001678
17130,52494,1,fig-001679
17131,52495,1,fig-001680
17132,52496,1,fig-001681
17133,52497,1,fig-001682
17134,52498,1,fig-001683
17135,52499,1,fig-001684
17136,52500,1,fig-001685
17137,52501,1,fig-001686
17138,52502,1,fig-001687
17139,52503,1,fig-001688
17140,52504,1,fig-001689
17141,52505,1,fig-001690
17142,52506,1,fig-001691
17143,52507,1,fig-001692
17144,52508,1,fig-001693
17145,52509,1,fig-001694
17146,52510,1,fig-001695
17147,52511,1,fig-001696
17148,52512,1,fig-001697
17149,52513,1,fig-001698
17150,52514,1,fig-001699
17151,52515,1,fig-001700
17152,52516,1,fig-001701
17153,52517,1,fig-001702
17154,52518,1,fig-001703
17155,52519,1,fig-001704
17156,52520,1,fig-001705
17157,52521,1,fig-001706
17158,52522,1,fig-001707
17159,52523,1,fig-001708
17160,52524,1,fig-001709
17161,52525,1,fig-001710
17162,52526,1,fig-001711
17163,52527,1,fig-001712
17164,52528,1,fig-001713
17165,52529,1,fig-001714
17166,52530,1,fig-001715
17167,52531,1,fig-001716
17168,52532,1,fig-001717
17169,52533,1,fig-001718
17170,52534,1,fig-001719
17171,52535,1,fig-001720
17172,52536,1,fig-001721
17173,52537,1,fig-001722
17174,52538,1,fig-001723
17175,52539,1,fig-001724
17176,52541,1,fig-001726
17177,52542,1,fig-001727
17178,52543,1,fig-001728
17179,52544,1,fig-001729
17180,52545,1,fig-001730
17181,52547,1,fig-001732
17182,52548,1,fig-001733
17183,52549,1,fig-001734
17184,52550,1,fig-001735
17185,52551,1,fig-001736
17186,52552,1,fig-001737
17187,52553,1,fig-001738
17188,52554,1,fig-001739
17189,52555,1,fig-001740
17190,52556,1,fig-001741
17191,52557,1,fig-001742
17192,52558,1,fig-001743
17193,52559,1,fig-001744
17194,52560,1,fig-001745
17195,52561,1,fig-001746
17196,52562,1,fig-001747
17197,52563,1,fig-001748
17198,52564,1,fig-001749
17199,52565,1,fig-001750
17200,52566,1,fig-001751
17201,52567,1,fig-001752
17202,52568,1,fig-001753
17203,52569,1,fig-001754
17204,52570,1,fig-001755
17205,52571,1,fig-001756
17206,52574,1,fig-001759
17207,52575,1,fig-001760
17208,52576,1,fig-001761
17209,52577,1,fig-001762
17210,52578,1,fig-001763
17211,52579,1,fig-001764
17212,52580,1,fig-001765
17213,52581,1,fig-001766
17214,52582,1,fig-001767
17215,52583,1,fig-001768
17216,52584,1,fig-001769
17217,52585,1,fig-001770
17218,52586,1,fig-001771
17219,52587,1,fig-001772
17220,52588,1,fig-001773
17221,52589,1,fig-001774
17222,52590,1,fig-001775
17223,52591,1,fig-001776
17224,52592,1,fig-001777
17225,52593,1,fig-001778
17226,52594,1,fig-001779
17227,52595,1,fig-001780
17228,52597,1,fig-001782
17229,52598,1,fig-001783
17230,52599,1,fig-001784
17231,52600,1,fig-001785
17232,52601,1,fig-001786
17233,52602,1,fig-001787
17234,52603,1,fig-001788
17235,52604,1,fig-001789
17236,52605,1,fig-001790
17237,52606,1,fig-001791
17238,52607,1,fig-001792
17239,52608,1,fig-001793
17240,52609,1,fig-001794
17241,52610,1,fig-001795
17242,52611,1,fig-001796
17243,52612,1,fig-001797
17244,52613,1,fig-001798
17245,52614,1,fig-001799
17246,52615,1,fig-001800
17247,52616,1,fig-001801
17248,52617,1,fig-001802
17249,52618,1,fig-001803
17250,52619,1,fig-001804
17251,52620,1,fig-001805
17252,52622,1,fig-001807
17253,52623,1,fig-001808
17254,52624,1,fig-001809
17255,52625,1,fig-001810
17256,52626,1,fig-001811
17257,52627,1,fig-001812
17258,52628,1,fig-001813
17259,52629,1,fig-001814
17260,52630,1,fig-001815
17261,52631,1,fig-001816
17262,52632,1,fig-001817
17263,52633,1,fig-001818
17264,52634,1,fig-001819
17265,52635,1,fig-001820
17266,52636,1,fig-001821
17267,52637,1,fig-001822
17268,52638,1,fig-001823
17269,52639,1,fig-001824
17270,52640,1,fig-001825
17271,52641,1,fig-001826
17272,52642,1,fig-001827
17273,52643,1,fig-001828
17274,52644,1,fig-001829
17275,52645,1,fig-001830
17276,52646,1,fig-001831
17277,52647,1,fig-001832
17278,52648,1,fig-001833
17279,52649,1,fig-001834
17280,52650,1,fig-001835
17281,52651,1,fig-001836
17282,52652,1,fig-001837
17283,52653,1,fig-001838
17284,52654,1,fig-001839
17285,52655,1,fig-001840
17286,52656,1,fig-001841
17287,52657,1,fig-001842
17288,52658,1,fig-001843
17289,52659,1,fig-001844
17290,52660,1,fig-001845
17291,52661,1,fig-001846
17292,52662,1,fig-001847
17293,52663,1,fig-001848
17294,52664,1,fig-001849
17295,52665,1,fig-001850
17296,52666,1,fig-001851
17297,52667,1,fig-001852
17298,52668,1,fig-001853
17299,52669,1,fig-001854
17300,52670,1,fig-001855
17301,52671,1,fig-001856
17302,52672,1,fig-001857
17303,52673,1,fig-001858
17304,52674,1,fig-001859
17305,52675,1,fig-001860
17306,52676,1,fig-001861
17307,52677,1,fig-001862
17308,52678,1,fig-001863
17309,52679,1,fig-001864
17310,52680,1,fig-001865
17311,52681,1,fig-001866
17312,52682,1,fig-001867
17313,52683,1,fig-001868
17314,52684,1,fig-001869
17315,52685,1,fig-001870
17316,52686,1,fig-001871
17317,52687,1,fig-001872
17318,52688,1,fig-001873
17319,52689,1,fig-001874
17320,52690,1,fig-001875
17321,52691,1,fig-001876
17322,52693,1,fig-001878
17323,52694,1,fig-001879
17324,52695,1,fig-001880
17325,52697,1,fig-001882
17326,52698,1,fig-001883
17327,52700,1,fig-001885
17328,52701,1,fig-001886
17329,52702,1,fig-001887
17330,52704,1,fig-001889
17331,52705,1,fig-001890
17332,52706,1,fig-001891
17333,52707,1,fig-001892
17334,52708,1,fig-001893
17335,52709,1,fig-001894
17336,52710,1,fig-001895
17337,52711,1,fig-001896
17338,52712,1,fig-001897
17339,52713,1,fig-001898
17340,52714,1,fig-001899
17341,52715,1,fig-001900
17342,52716,1,fig-001901
17343,52717,1,fig-001902
17344,52718,1,fig-001903
17345,52719,1,fig-001904
17346,52720,1,fig-001905
17347,52721,1,fig-001906
17348,52722,1,fig-001907
17349,52723,1,fig-001908
17350,52724,1,fig-001909
17351,52725,1,fig-001910
17352,52726,1,fig-001911
17353,52727,1,fig-001912
17354,52728,1,fig-001913
17355,52729,1,fig-001914
17356,52730,1,fig-001915
17357,52731,1,fig-001916
17358,52732,1,fig-001917
17359,52733,1,fig-001918
17360,52734,1,fig-001919
17361,52735,1,fig-001920
17362,52738,1,fig-001923
17363,52739,1,fig-001924
17364,52740,1,fig-001925
17365,52741,1,fig-001926
17366,52742,1,fig-001927
17367,52743,1,fig-001928
17368,52744,1,fig-001929
17369,52745,1,fig-001930
17370,52746,1,fig-001931
17371,52747,1,fig-001932
17372,52748,1,fig-001933
17373,52749,1,fig-001934
17374,52750,1,fig-001935
17375,52751,1,fig-001936
17376,52752,1,fig-001937
17377,52753,1,fig-001938
17378,52754,1,fig-001939
17379,52755,1,fig-001940
17380,52756,1,fig-001941
17381,52757,1,fig-001942
17382,52758,1,fig-001943
17383,52759,1,fig-001944
17384,52760,1,fig-001945
17385,52761,1,fig-001946
17386,52762,1,fig-001947
17387,52763,1,fig-001948
17388,52764,1,fig-001949
17389,52765,1,fig-001950
17390,52766,1,fig-001951
17391,52767,1,fig-001952
17392,52768,1,fig-001953
17393,52769,1,fig-001954
17394,52770,1,fig-001955
17395,52772,1,fig-001957
17396,52773,1,fig-001958
17397,52774,1,fig-001959
17398,52775,1,fig-001960
17399,52776,1,fig-001961
17400,52777,1,fig-001962
17401,52778,1,fig-001963
17402,52779,1,fig-001964
17403,52780,1,fig-001965
17404,52781,1,fig-001966
17405,52782,1,fig-001967
17406,52783,1,fig-001968
17407,52784,1,fig-001969
17408,52785,1,fig-001970
17409,52786,1,fig-001971
17410,52787,1,fig-001972
17411,52788,1,fig-001973
17412,52789,1,fig-001974
17413,52790,1,fig-001975
17414,52791,1,fig-001976
17415,52792,1,fig-001977
17416,52793,1,fig-001978
17417,52794,1,fig-001979
17418,52795,1,fig-001980
17419,52796,1,fig-001981
17420,52797,1,fig-001982
17421,52798,1,fig-001983
17422,52799,1,fig-001984
17423,52800,1,fig-001985
17424,52801,1,fig-001986
17425,52802,1,fig-001987
17426,52803,1,fig-001988
17427,52804,1,fig-001989
17428,52805,1,fig-001990
17429,52806,1,fig-001991
17430,52807,1,fig-001992
17431,52808,1,fig-001993
17432,52809,1,fig-001994
17433,52810,1,fig-001995
17434,52811,1,fig-001996
17435,52812,1,fig-001997
17436,52813,1,fig-001998
17437,52814,1,fig-001999
17438,52815,1,fig-002000
17439,52816,1,fig-002001
17440,52817,1,fig-002002
17441,52818,1,fig-002003
17442,52819,1,fig-002004
17443,52820,1,fig-002005
17444,52821,1,fig-002006
17445,52822,1,fig-002007
17446,52823,1,fig-002008
17447,52824,1,fig-002009
17448,52825,1,fig-002010
17449,52826,1,fig-002011
17450,52827,1,fig-002012
17451,52828,1,fig-002013
17452,52829,1,fig-002014
17453,52830,1,fig-002015
17454,52831,1,fig-002016
17455,52832,1,fig-002017
17456,52833,1,fig-002018
17457,52834,1,fig-002019
17458,52835,1,fig-002020
17459,52836,1,fig-002021
17460,52838,1,fig-002023
17461,52839,1,fig-002024
17462,52840,1,fig-002025
17463,52841,1,fig-002026
17464,52842,1,fig-002027
17465,52844,1,fig-002029
17466,52845,1,fig-002030
17467,52846,1,fig-002031
17468,52847,1,fig-002032
17469,52848,1,fig-002033
17470,52849,1,fig-002034
17471,52850,1,fig-002035
17472,52851,1,fig-002036
17473,52852,1,fig-002037
17474,52853,1,fig-002038
17475,52854,1,fig-002039
17476,52856,1,fig-002041
17477,52857,1,fig-002042
17478,52858,1,fig-002043
17479,52859,1,fig-002044
17480,52860,1,fig-002045
17481,52861,1,fig-002046
17482,52862,1,fig-002047
17483,52863,1,fig-002048
17484,52864,1,fig-002049
