,id,version,set_num
625,986,1,41507-1
626,987,1,30225-1
627,988,1,7834-1
628,989,1,1627-1
629,990,1,7156-1
630,993,1,5201-1
631,994,1,4047-1
632,995,1,8927-1
633,997,1,6771-1
634,998,1,575-1
635,1000,1,1786-1
636,1001,1,8743-1
637,1002,1,8968-1
638,1003,1,4415-1
639,1004,1,5109-1
640,1006,1,1240-1
641,1008,1,6044-1
642,1010,1,5118-1
643,1011,1,3381-1
644,1012,1,5046-1
645,1013,1,6837-1
646,1014,1,MS1048-1
647,1015,1,891615-1
648,1016,1,40086-1
649,1018,1,8823-1
650,1019,1,232-2
651,1021,1,7621-1
652,1022,1,970674-1
653,1023,1,628-3
654,1025,1,6250-1
655,1026,1,355-2
656,1027,1,5177-1
657,1028,1,5578-1
658,1030,1,LLCA51-1
659,1031,1,2199-1
660,1032,1,42046-1
661,1033,1,71000-8
662,1036,1,1421-1
663,1038,1,1280-1
664,1039,1,6308-1
665,1040,1,7716-1
666,1041,1,6501-1
667,1043,1,4097-1
668,1044,1,8290-1
669,1045,1,9858-1
670,1046,1,3798-1
671,1047,1,1236-2
672,1049,1,798-1
673,1054,1,605-2
674,1058,1,850591-1
675,1059,1,5395-1
676,1061,1,5000642-1
677,1062,1,271-2
678,1063,1,3463-1
679,1064,1,5940-1
680,1065,1,7100-1
681,1066,1,222-2
682,1067,1,1513-1
683,1069,1,810003-1
684,1070,1,8773-1
685,1071,1,8852-1
686,1072,1,LLCA03-1
687,1073,1,WEETABIX2-1
688,1074,1,5227-1
689,1075,1,8684-4
690,1078,1,10515-1
691,1083,1,9794-1
692,1085,1,40206-1
693,1087,1,7249-1
694,1089,1,5832-1
695,1090,1,6776-1
696,1092,1,852354-1
697,1093,1,107-1
698,1094,1,6956-1
699,1095,1,7559-1
700,1096,1,2880-1
701,1097,1,60011-1
702,1101,1,7410-1
703,1102,1,60059-1
704,1103,1,30029-1
705,1104,1,3033-1
706,1105,1,70170-1
707,1108,1,894-1
708,1109,1,7177-1
709,1111,1,7281-1
710,1112,1,853111-1
711,1113,1,3854-1
712,1114,1,5002931-1
713,1115,1,4220-1
714,1116,1,75157-1
715,1117,1,41553-1
716,1118,1,1220-2
717,1119,1,10226-1
718,1120,1,6763-1
719,1121,1,4462-1
720,1122,1,9337-1
721,1126,1,3850004-1
722,1127,1,6544-1
723,1128,1,71201-1
724,1129,1,8867-1
725,1130,1,20217-1
726,1131,1,65757-1
727,1132,1,llca22-1
728,1134,1,1382-1
729,1135,1,5003559-1
730,1137,1,911-1
731,1138,1,5902-1
732,1140,1,6911-1
733,1141,1,1356-1
734,1144,1,792-1
735,1148,1,9530-1
736,1149,1,40202-1
737,1152,1,5040-1
738,1154,1,10803-1
739,1156,1,1343-1
740,1157,1,3629-1
741,1158,1,295-1
742,1159,1,71000-17
743,1161,1,692-1
744,1162,1,7613-1
745,1163,1,1417-1
746,1164,1,6337-1
747,1165,1,9657-1
748,1166,1,133-1
749,1167,1,70602-1
750,1170,1,21104-1
751,1171,1,6987-1
752,1173,1,3478-1
753,1174,1,1978-1
754,1175,1,9551-1
755,1177,1,970638-1
756,1180,1,6484-1
757,1181,1,71310-1
758,1182,1,6565-1
759,1184,1,7709-1
760,1187,1,1077-1
761,1189,1,10227-1
762,1190,1,850895-1
763,1191,1,9557-1
764,1192,1,4065-1
765,1193,1,8544-1
766,1194,1,699-1
767,1195,1,326-1
768,1197,1,75108-1
769,1198,1,7744-1
770,1199,1,245-2
771,1200,1,8804-3
772,1201,1,6018031-1
773,1203,1,9377-1
774,1205,1,764521-1
775,1206,1,70228-1
776,1207,1,6575-1
777,1208,1,5767-1
778,1209,1,5142-1
779,1210,1,9306-1
780,1211,1,71005-16
781,1212,1,10013-1
782,1213,1,41052-1
783,1214,1,6646-1
784,1215,1,75899-1
785,1216,1,451-1
786,1219,1,1169-1
787,1220,1,9484-1
788,1221,1,8563-1
789,1222,1,8733-1
790,1223,1,5137-1
791,1224,1,5165-1
792,1225,1,8459-1
793,1226,1,42063-1
794,1227,1,7216-2
795,1233,1,5872-1
796,1234,1,79016-1
797,1236,1,437-1
798,1237,1,8983-1
799,1238,1,54-1
800,1241,1,10187-1
801,1242,1,1161-1
802,1245,1,5203-1
803,1246,1,5156-1
804,1247,1,1234-1
805,1248,1,722-1
806,1249,1,3521-1
807,1250,1,4532-1
808,1251,1,8720-1
809,1252,1,3845-1
810,1253,1,30005-1
811,1255,1,10202-2
812,1259,1,8044-1
813,1260,1,10150-1
814,1261,1,5282-1
815,1264,1,5482-1
816,1266,1,10740-1
817,1267,1,970610-1
818,1268,1,2490-1
819,1269,1,65549-1
820,1270,1,390-2
821,1271,1,214.4-1
822,1272,1,5237-1
823,1274,1,41029-1
824,1275,1,9648-1
825,1279,1,1076-1
826,1280,1,8436-1
827,1281,1,30070-1
828,1282,1,30059-1
829,1283,1,8205-1
830,1284,1,1127-1
831,1285,1,1607-1
832,1286,1,7524-1
833,1289,1,3287-1
834,1290,1,197-1
835,1291,1,7424-1
836,1292,1,8710-1
837,1293,1,1845-1
838,1300,1,1216-1
839,1302,1,Lynnwood-1
840,1303,1,3738-1
841,1305,1,10255-1
842,1306,1,WHITEHOUSE-1
843,1307,1,10829-1
844,1311,1,2000446-1
845,1312,1,8165-1
846,1313,1,8090-1
847,1315,1,KT306-1
848,1316,1,8584-2
849,1317,1,KT405-1
850,1318,1,291-1
851,1320,1,10069-1
852,1321,1,5988-1
853,1323,1,K6243-1
854,1324,1,6615-1
855,1325,1,7178-1
856,1326,1,35-1
857,1327,1,838-1
858,1328,1,760-1
859,1330,1,EMMETSCAR-1
860,1332,1,5793-1
861,1333,1,5538-1
862,1334,1,5004259-1
863,1335,1,8252-1
864,1338,1,6987-2
865,1339,1,5067-1
866,1340,1,6375-1
867,1341,1,3855-1
868,1342,1,5009-1
869,1344,1,2649-1
870,1346,1,4288906-1
871,1347,1,9380-1
872,1352,1,852550-1
873,1353,1,5864-1
874,1354,1,5045-1
875,1355,1,4702-1
876,1356,1,481-5
877,1357,1,79100-1
878,1359,1,991464-1
879,1360,1,30250-1
880,1363,1,330-3
881,1364,1,76011-1
882,1365,1,656-1
883,1366,1,1125-1
884,1368,1,30522-1
885,1369,1,7152-1
886,1371,1,1978-2
887,1373,1,KABAYA-1
888,1374,1,9607-1
889,1375,1,5058-1
890,1377,1,3756-1
891,1379,1,341-1
892,1380,1,6045-1
893,1381,1,7802-1
894,1384,1,102A-2
895,1387,1,6923-1
896,1388,1,76013-1
897,1389,1,4519-1
898,1390,1,4186876-1
899,1392,1,3080-1
900,1393,1,9526-1
901,1398,1,Dallas-1
902,1399,1,8075-1
903,1401,1,66117-1
904,1402,1,6359-1
905,1405,1,6883-1
906,1406,1,6382-1
907,1407,1,165-1
908,1408,1,852697-1
909,1409,1,10127-1
910,1410,1,14-1
911,1411,1,2182-1
912,1412,1,41528-1
913,1414,1,0012-1
914,1416,1,5933-1
915,1418,1,K5613-1
916,1419,1,6633-1
917,1420,1,4258-1
918,1421,1,66377-1
919,1422,1,75036-1
920,1426,1,4431-1
921,1427,1,4430-1
922,1428,1,4755-1
923,1431,1,8853-1
924,1432,1,5764-1
925,1433,1,9615-1
926,1434,1,4106-1
927,1435,1,1250-1
928,1436,1,4799-1
929,1437,1,6811-1
930,1438,1,K8148-1
931,1439,1,8496-1
932,1440,1,3053-1
933,1441,1,8677-1
934,1442,1,8890-1
935,1443,1,5001383-1
936,1444,1,8193-1
937,1445,1,5004590-1
938,1447,1,9748-1
939,1448,1,1217-1
940,1449,1,41532-1
941,1450,1,878-1
942,1452,1,8676-1
943,1453,1,1405356235-1
944,1454,1,6879-1
945,1456,1,890-1
946,1457,1,6282-1
947,1459,1,5004363-1
948,1460,1,30067-1
949,1461,1,4182-1
950,1462,1,5316-1
951,1465,1,41073-1
952,1466,1,4946-1
953,1469,1,4176-1
954,1470,1,8511-1
955,1471,1,6336-1
956,1472,1,6499-1
957,1475,1,383-1
958,1476,1,7116-1
959,1478,1,71017-4
960,1479,1,852702-1
961,1480,1,325-3
962,1481,1,7586-1
963,1482,1,8567-1
964,1483,1,9964-1
965,1484,1,6464-1
966,1485,1,70314-1
967,1486,1,30020-1
968,1487,1,COMCON022-1
969,1489,1,3450-1
970,1492,1,8727-1
971,1493,1,5249-1
972,1494,1,30116-1
973,1495,1,60036-1
974,1497,1,2494-1
975,1498,1,5619-1
976,1499,1,8909-4
977,1500,1,4031-1
978,1502,1,814-2
979,1503,1,71014-2
980,1504,1,41539-1
981,1505,1,6092-2
982,1507,1,VP-17
983,1509,1,8421-1
984,1511,1,3718-1
985,1513,1,2115-1
986,1515,1,20016-1
987,1517,1,71011-6
988,1519,1,1216-2
989,1520,1,75155-1
990,1521,1,60127-1
991,1522,1,F6316-1
992,1524,1,242.2-1
993,1526,1,6554-1
994,1527,1,8048-1
995,1530,1,1132-1
996,1531,1,6191-1
997,1534,1,4937-1
998,1535,1,1131-1
999,1536,1,10117-1
1000,1537,1,4204-1
1001,1538,1,9761-1
1002,1548,1,70156-1
1003,1549,1,6694-1
1004,1552,1,7883-1
1005,1554,1,5265-1
1006,1555,1,4774-1
1007,1556,1,40099-1
1008,1557,1,4487-1
1009,1560,1,10818-1
1010,1562,1,1776-1
1011,1563,1,8137-1
1012,1566,1,75148-1
1013,1568,1,391504-1
1014,1569,1,8785-1
1015,1570,1,8196-1
1016,1572,1,9-1
1017,1573,1,951178-1
1018,1577,1,8685-1
1019,1578,1,71010-15
1020,1579,1,7036-1
1021,1580,1,6661-1
1022,1582,1,3826-1
1023,1585,1,1470-1
1024,1586,1,30026-1
1025,1587,1,851324-1
1026,1589,1,10210-1
1027,1594,1,7245-1
1028,1596,1,10699-1
1029,1598,1,3469-1
1030,1599,1,7751-1
1031,1600,1,FRANKFURT-1
1032,1602,1,40045-1
1033,1603,1,7194-1
1034,1604,1,30189-1
1035,1606,1,3850007-1
1036,1607,1,31047-1
1037,1608,1,4992-1
1038,1610,1,5606-1
1039,1611,1,1958-1
1040,1615,1,5004796-1
1041,1616,1,45110-1
1042,1618,1,41141-1
1043,1619,1,1661-2
1044,1620,1,44028-1
1045,1621,1,K8573-1
1046,1623,1,850843-1
1047,1624,1,8404-1
1048,1625,1,8877-1
1049,1627,1,7306-1
1050,1628,1,8228-1
1051,1630,1,70911-1
1052,1631,1,5281-1
1053,1632,1,8360-1
1054,1633,1,8746-1
1055,1634,1,K4729-1
1056,1636,1,8418-1
1057,1637,1,6371-1
1058,1638,1,1512-2
1059,1639,1,6578-1
1060,1640,1,8383-1
1061,1641,1,482-4
1062,1642,1,40057-1
1063,1643,1,3961-1
1064,1644,1,2556-1
1065,1645,1,1967-1
1066,1646,1,71000-5
1067,1647,1,11-2
1068,1648,1,40017-1
1069,1649,1,66436-1
1070,1651,1,6201-1
1071,1654,1,8831-12
1072,1656,1,6510-1
1073,1657,1,118-2
1074,1658,1,3603-1
1075,1660,1,79002-1
1076,1661,1,4448-1
1077,1662,1,3885-1
1078,1664,1,8614-2
1079,1666,1,8274-1
1080,1668,1,7103-1
1081,1669,1,6521-1
1082,1670,1,7837-1
1083,1671,1,3793-1
1084,1672,1,40077-1
1085,1673,1,308-2
1086,1675,1,8416-1
1087,1677,1,40239-1
1088,1678,1,10655-1
1089,1680,1,K8358-1
1090,1681,1,747-1
1091,1682,1,3473-1
1092,1685,1,1644-1
1093,1686,1,7688-1
1094,1688,1,30066-5
1095,1690,1,493-2
1096,1691,1,8872-1
1097,1692,1,726-1
1098,1696,1,1065-1
1099,1700,1,8088-1
1100,1701,1,332-1
1101,1702,1,1733-1
1102,1705,1,8803-14
1103,1706,1,30256-1
1104,1707,1,8523-1
1105,1708,1,991369-1
1106,1709,1,9931-1
1107,1710,1,6512-1
1108,1711,1,877-1
1109,1713,1,1180-1
1110,1714,1,2143-1
1111,1716,1,1515-1
1112,1719,1,617-1
1113,1720,1,1317-1
1114,1721,1,700GP5-1
1115,1722,1,3054-1
1116,1723,1,40031-1
1117,1726,1,5001134-1
1118,1727,1,433-1
1119,1728,1,4133-1
1120,1731,1,4213-1
1121,1732,1,66342-1
1122,1733,1,7919-1
1123,1734,1,8389-1
1124,1736,1,3015-1
1125,1737,1,3730-1
1126,1739,1,1999-1
1127,1743,1,9962-1
1128,1744,1,1228-1
1129,1747,1,360-1
1130,1748,1,4530-1
1131,1749,1,853556-1
1132,1750,1,980-1
1133,1751,1,6551-1
1134,1754,1,4300-1
1135,1756,1,6931-1
1136,1757,1,456-2
1137,1758,1,5069-1
1138,1759,1,2231-1
1139,1760,1,365-2
1140,1762,1,10072-1
1141,1764,1,TRUFALCON-1
1142,1765,1,9305-1
1143,1766,1,30372-1
1144,1768,1,391505-1
1145,1770,1,10233-1
1146,1771,1,4987-1
1147,1772,1,30350-1
1148,1775,1,8625-1
1149,1776,1,60150-1
1150,1781,1,3917-1
1151,1782,1,5039-1
1152,1785,1,5956-1
1153,1786,1,3306-1
1154,1787,1,7665-1
1155,1788,1,6152-1
1156,1789,1,9331-1
1157,1790,1,71017-19
1158,1791,1,7418-2
1159,1792,1,6158-1
1160,1794,1,4174-1
1161,1795,1,K8563-1
1162,1796,1,885-1
1163,1797,1,970637-1
1164,1799,1,911511-1
1165,1800,1,8084-1
1166,1801,1,5051-1
1167,1805,1,40203-1
1168,1807,1,8453-2
1169,1808,1,6907-1
1170,1809,1,70599-1
1171,1810,1,308-1
1172,1812,1,283-2
1173,1814,1,7453-1
1174,1815,1,5004131-1
1175,1818,1,1416-1
1176,1819,1,79111-1
1177,1820,1,6496-1
1178,1821,1,544-1
1179,1822,1,378-1
1180,1823,1,5000440-1
1181,1825,1,5581-1
1182,1826,1,3501-1
1183,1828,1,7115-1
1184,1830,1,10205-1
1185,1831,1,520-9
1186,1832,1,3407-1
1187,1833,1,8161-1
1188,1835,1,970684-1
1189,1838,1,5064-1
1190,1840,1,8019-1
1191,1842,1,41067-1
1192,1847,1,1389-1
1193,1849,1,850963-1
1194,1851,1,MS1044-1
1195,1853,1,5836-1
1196,1854,1,970639-1
1197,1856,1,71000-12
